lat,lon,type,category,weight,name
6.3687475,2.4864546,fuel,productive_medium,2.0,TOTAL
6.3564674,2.4001139,water_tower,infrastructure_water,1.0,
6.406674,2.3424965,bank,productive_medium,3.0,institue de microfinance
9.3630615,2.6248048,fuel,productive_medium,2.0,TOTAL
9.3645091,2.6242655,pharmacy,institutional_health,3.0,Pharmacie Zongo II
9.3414845,2.6259662,bank,productive_medium,3.0,Orabank Agence de Parakou
9.357165,2.581797,school,institutional_edu,12.0,École Primaire Tibona
9.3959323,2.6213557,tailor,productive_light,0.5,Bip - Couture
9.3386129,2.6289592,convenience,productive_light,0.5,MTN
9.3544241,2.6246679,bakery,productive_light,0.5,La Borgoise
9.3593178,2.6247815,water_tower,infrastructure_water,1.0,
9.3414794,2.6136237,courthouse,institutional_govt,4.0,Cour d'Appel
9.3472278,2.5956815,school,institutional_edu,12.0,EPP Albarika
9.3446377,2.6114982,cafe,productive_light,0.8,
9.3530105,2.6174203,place_of_worship,institutional_religious,4.0,Église Évangéliste
9.3418178,2.6308978,marketplace,productive_heavy,8.0,Marché de Kobo Kobo
9.3426731,2.6267295,bank,productive_medium,3.0,Western Union
9.3424935,2.6262594,fuel,productive_medium,2.0,Sonacop
9.3419686,2.6228232,books,productive_light,0.5,Librairie Saint Paul
9.3426708,2.6212351,pharmacy,institutional_health,3.0,Pharmacie La Grace
9.3846113,2.6328611,tailor,productive_light,0.5,Tailleur Bonus
9.3847463,2.6217062,marketplace,productive_heavy,8.0,Marché Germa
9.3763365,2.6238573,pharmacy,institutional_health,3.0,Pharmacie Vita-Plus
9.36544,2.6246474,yes,productive_light,0.5,Patience Coiffure
11.2975134,2.4342752,tower,infrastructure_telecom,72.0,
9.395548,2.6207686,fuel,productive_medium,2.0,Jupiter Petroleum
9.3460237,2.612376,restaurant,productive_light,1.5,La Douane
9.374212,2.6242115,cafe,productive_light,0.8,Soleil d'Afrique
9.3814527,2.6231995,cafe,productive_light,0.8,Cyber Navigation Face SNTN
9.3615169,2.6226906,fuel,productive_medium,2.0,TOTAL
9.350292,2.5888138,police,institutional_govt,8.0,Commissariat de police de Camp Adagbe
9.3475961,2.6363716,townhall,institutional_govt,6.0,Mairie Annexe
9.3565211,2.6141456,bar,productive_light,1.2,Hôtel le Grillardin
6.2764588,1.8162856,guest_house,productive_medium,1.5,Doue Plage
6.2792284,1.8303869,hotel,productive_heavy,5.0,Aubèrge de Grand Popo
7.1970262,1.9805284,hotel,productive_heavy,5.0,Hotel Bar Restaurant à la lune chez Monique
9.6872305,1.6535644,guest_house,productive_medium,1.5,Hotel la Fidelité
7.2029253,2.0699681,fuel,productive_medium,2.0,
7.196741,2.0693048,fuel,productive_medium,2.0,
10.1802792,1.1994286,guest_house,productive_medium,1.5,Aubèrge Paroissiale
10.1695725,1.1086665,police,institutional_govt,8.0,Douane
9.0053612,1.6708055,townhall,institutional_govt,6.0,Ancienne Mairie
9.0087505,1.6657943,bakery,productive_light,0.5,boulangerie
9.0017828,1.6702055,fuel,productive_medium,2.0,station
6.3593793,2.439464,government,institutional_govt,8.0,Institut Géographique National (Annexe)
9.0042643,1.6681128,pharmacy,institutional_health,3.0,Pharmacy SAFARI
9.0086408,1.6739195,pharmacy,institutional_health,3.0,Pharmacy
6.3762313,2.3998337,hardware,productive_light,0.5,SOREMAC
6.3632163,2.4308858,furniture,productive_light,0.5,City Meubles
6.3610744,2.4375199,stationery,productive_light,0.5,Papeterie Moderne
7.1823806,1.9838999,biergarten,productive_heavy,5.0,Résidence Marie-Josée
6.6395167,1.7114811,townhall,institutional_govt,6.0,Hôtel de Ville de Lokossa
6.9286523,1.8926945,townhall,institutional_govt,6.0,Mairie de Lalo
9.2485661,1.5120487,marketplace,productive_heavy,8.0,
6.5806678,1.6667248,townhall,institutional_govt,6.0,Mairie de la commune d'Athiémé
9.0092154,1.6645535,hardware,productive_light,0.5,Guissida
9.007924,1.6649464,fuel,productive_medium,2.0,
9.0101665,1.6721636,books,productive_light,0.5,Librairie Ganaana
9.2769734,1.6639503,school,institutional_edu,12.0,EPP Taba
9.2641562,1.6908012,school,institutional_edu,12.0,EPP Melan
9.0044308,1.6688595,cafe,productive_light,0.8,
9.6945379,1.6769929,fuel,productive_medium,2.0,
9.9393877,1.3894511,school,institutional_edu,12.0,EPP Anadana
6.8032078,1.7787572,police,institutional_govt,8.0,
6.7904929,1.8436345,hotel,productive_heavy,5.0,
6.7969063,1.7731849,fuel,productive_medium,2.0,
6.8007042,1.7766436,bar,productive_light,1.2,Tau sau Tau
6.8220531,1.8624797,school,institutional_edu,12.0,
6.3477453,2.4034131,hotel,productive_heavy,5.0,Arcada Marina
6.3596213,2.4201186,variety_store,productive_light,0.5,Boutique de souvenirs
6.3615737,2.4230683,clothes,productive_light,0.5,Tim Mag Couture
6.4784549,2.6205329,fuel,productive_medium,2.0,
9.3564523,2.6265627,pharmacy,institutional_health,3.0,pharmacie TRANZA
9.3402287,2.6294336,bank,productive_medium,3.0,Ecobank
9.3520657,2.6166822,copyshop,productive_light,0.5,Imprimerie Expresse
9.10325,1.9358056,water_tower,infrastructure_water,1.0,chateau d'eau de DOGUE/IGBOMAKRO
6.7953837,1.7727402,restaurant,productive_light,1.5,Sous les paillotes
6.808117,1.7856095,post_office,productive_light,1.0,
6.5075851,2.6219676,school,institutional_edu,12.0,Djégan-Kpévi Ecole Secondaire
6.5070905,2.5956348,school,institutional_edu,12.0,Ouando Ecole Secondaire
6.4722789,2.6292718,school,institutional_edu,12.0,Akpassa Ecole Secondaire
6.5089496,2.632499,school,institutional_edu,12.0,Anavie Ecole Secondaire
6.5034875,2.6421421,school,institutional_edu,12.0,Ecole Secondaire
6.4777411,2.6044867,school,institutional_edu,12.0,Djassín Ecole Secondaire
6.4900093,2.6169183,school,institutional_edu,12.0,Applicatíon Ecole Secondaire
6.4890662,2.6328011,school,institutional_edu,12.0,Centre de formation
6.4870328,2.6180194,school,institutional_edu,12.0,Lycée Behanzín Ecole Secondaire
6.5144073,2.59948,school,institutional_edu,12.0,Unité Ecole Secondaire
6.4961962,2.638754,school,institutional_edu,12.0,Davié Ecole Secondaire
6.4883237,2.6219678,school,institutional_edu,12.0,Bio-Guéra Ecole Secondaire
6.4964989,2.6010249,school,institutional_edu,12.0,Les Cocobers Ecole Secondaire
10.3058604,1.379355,bank,productive_medium,3.0,Ecobank
10.305878,1.3802744,hardware,productive_light,0.5,"Ets Glory aka ""les syrien"" aka ""les libanais"" aka ""les indien"""
10.2959312,1.3811107,fuel,productive_medium,2.0,Station essence SONACOP
6.3510617,2.3404371,restaurant,productive_light,1.5,Chez Papa Poochy
6.4042281,1.8837676,townhall,institutional_govt,6.0,
6.4052278,1.883628,school,institutional_edu,12.0,
6.407654,1.8861268,bar,productive_light,1.2,
6.4129496,1.8703216,school,institutional_edu,12.0,Collège d'Enseignement Général 1 de COME
6.4060754,1.8797361,school,institutional_edu,12.0,
6.4084903,1.8867394,place_of_worship,institutional_religious,4.0,
6.4025474,1.8878074,police,institutional_govt,8.0,Douane
6.4107357,1.8765689,school,institutional_edu,12.0,
10.6388192,1.2624537,hotel,productive_heavy,5.0,Hôtel Baobab de Tanguieta
7.1945905,1.9858937,hotel,productive_heavy,5.0,Motel d'Abomey
9.3419266,2.6259717,supermarket,productive_light,0.5,Coop
7.1825516,1.9906144,water_tower,infrastructure_water,1.0,
6.2782646,1.8230157,bar,productive_light,1.2,Victor's Place
6.2786552,1.8232155,hotel,productive_heavy,5.0,Hotel Mon Secours
6.2782123,1.8216528,hotel,productive_heavy,5.0,Saveurs Afrique
6.3490155,2.386957,supermarket,productive_light,0.5,Erevan Hypermarket
10.1820147,1.0992549,place_of_worship,institutional_religious,4.0,Grande Mosquée
10.1742039,1.110041,post_office,productive_light,1.0,
10.1825791,1.1009608,place_of_worship,institutional_religious,4.0,Eglise catholique Sainte Anne
6.8100613,1.7876916,school,institutional_edu,12.0,
10.3072141,1.3795105,bank,productive_medium,3.0,Bank of Africa - BOA
10.3070768,1.3795427,supermarket,productive_light,0.5,Quidata
10.3647187,1.3534334,school,institutional_edu,12.0,Ecole Charminade
10.2910919,1.3875547,restaurant,productive_light,1.5,La Breche
10.2963255,1.3812331,pharmacy,institutional_health,3.0,Pharmacie Tissanta
10.2592355,1.3796487,school,institutional_edu,12.0,S.O.S. Village des enfants
10.2723728,1.3797715,school,institutional_edu,12.0,Ecole Saint Augustin
10.1829312,1.0995075,place_of_worship,institutional_religious,4.0,
10.1828008,1.0983268,restaurant,productive_light,1.5,Chez Pascaline
10.1834194,1.0989032,restaurant,productive_light,1.5,Chez Noelli
10.1864211,1.1014218,bakery,productive_light,0.5,
10.1803855,1.1033901,restaurant,productive_light,1.5,Escale utile
10.221533,1.1166576,hospital,institutional_health,50.0,Centre de santé de Natta
10.2671615,0.9971486,marketplace,productive_heavy,8.0,Marché de Korontière
10.1830583,1.0996894,cafe,productive_light,0.8,Cafeteria Boukombé Centre
10.1715927,1.1137201,place_of_worship,institutional_religious,4.0,Église evangelique
10.1824167,1.1015589,school,institutional_edu,12.0,École St. Augustin
10.1844747,1.1011369,restaurant,productive_light,1.5,Chez Soup
10.3583149,1.1050092,school,institutional_edu,12.0,CEG Manta
10.3532252,1.1096199,marketplace,productive_heavy,8.0,Marché de Manta
10.1814911,1.102161,government,institutional_govt,8.0,Cader
10.1722969,1.1130528,police,institutional_govt,8.0,Gendarmerie
10.1762823,1.1091704,cafe,productive_light,0.8,Cafeteria Boukombé Marché
10.1823322,1.1020934,kindergarten,institutional_edu,5.0,Orphélinat des Soeurs
10.1802232,1.1039411,drinking_water,infrastructure_water,2.0,Puits
10.180552,1.1032148,tailor,productive_light,0.5,Tailleur Haute Couture
10.182918,1.1002931,convenience,productive_light,0.5,Boutique
10.1829182,1.0996403,drinking_water,infrastructure_water,2.0,Puits
10.1816912,1.1045578,convenience,productive_light,0.5,Boutique
10.1766556,1.1092254,tailor,productive_light,0.5,
10.1833728,1.0999669,convenience,productive_light,0.5,Boutique
10.1823294,1.1005726,drinking_water,infrastructure_water,2.0,Puits
10.1824189,1.1018462,drinking_water,infrastructure_water,2.0,
10.1777847,1.1059809,convenience,productive_light,0.5,Boutique
10.1828155,1.1000303,electronics,productive_light,0.5,Chez le Ibo
10.1815506,1.1013866,doityourself,productive_light,0.5,
10.1832032,1.1013482,copyshop,productive_light,0.5,Chez les Soeurs
10.1761364,1.1083908,art,productive_light,0.5,Masque d'Afrique
10.1761689,1.1083462,copyshop,productive_light,0.5,
10.1833575,1.1029651,copyshop,productive_light,0.5,
10.2227392,1.1415468,school,institutional_edu,12.0,EPP
10.1866759,1.1015158,drinking_water,infrastructure_water,2.0,Puits
10.6251069,1.2744966,school,institutional_edu,12.0,EPP Centre
10.6212121,1.2664067,place_of_worship,institutional_religious,4.0,Église evangelique Saint Jean de Dieu
10.6223686,1.2691737,supermarket,productive_light,0.5,Supermarché Quidata
10.6161307,1.2631152,school,institutional_edu,12.0,EPP Tchoutchoubou
10.3494532,1.1096072,school,institutional_edu,12.0,EPP Manta A et B
10.3517234,1.1094366,place_of_worship,institutional_religious,4.0,Église catholique de Manta
10.4878144,1.0053737,college,institutional_edu,25.0,Collège d'Enseignement Général de Cobli
7.7810359,2.1833076,fuel,productive_medium,2.0,
9.9439539,2.9362411,water_well,infrastructure_water,2.0,
6.7121166,2.4834347,townhall,institutional_govt,6.0,Mairie d'Adjohoun
7.2206101,2.32766,townhall,institutional_govt,6.0,Marie de Covè
10.3000521,1.38504,guest_house,productive_medium,1.5,Auberge de la montagne
10.284486,1.3811282,restaurant,productive_light,1.5,Chez John
10.3027211,1.3779787,restaurant,productive_light,1.5,Mini Maquis
10.2878888,1.3816794,fuel,productive_medium,2.0,Station Sonacop
10.3060274,1.3798995,fuel,productive_medium,2.0,
6.3568711,2.404173,hotel,productive_heavy,5.0,Chant d'oiseau
6.4613357,2.3563722,bank,productive_medium,3.0,Bank of Africa - BOA
6.4024688,2.3393859,pharmacy,institutional_health,3.0,Pharmacie Le Jourdain
6.3584067,2.4315012,pharmacy,institutional_health,3.0,Pharmacie Jonquet
9.337075,2.6272226,place_of_worship,institutional_religious,4.0,
9.3852152,2.6336789,school,institutional_edu,12.0,CEG
10.1823675,1.104334,mill,productive_heavy,6.0,
10.1765175,1.1073302,drinking_water,infrastructure_water,2.0,Puits
10.1828612,1.1053383,drinking_water,infrastructure_water,2.0,Puits
10.1814635,1.1047174,restaurant,productive_light,1.5,Tata Touristique Koubetti
6.3595055,2.4196446,restaurant,productive_light,1.5,Costa Rica
6.3712804,2.4119822,restaurant,productive_light,1.5,Chez Ornella
6.3605933,2.4212026,fuel,productive_medium,2.0,ORYX ENERGIE
6.3602794,2.4125481,bar,productive_light,1.2,Bar Restaurant Océan d'Amour
6.3613131,2.4142497,clothes,productive_light,0.5,Boutique Les Orchidées
6.3608751,2.4136701,school,institutional_edu,12.0,EPP Saint Jean I
6.3607328,2.4135198,place_of_worship,institutional_religious,4.0,Église de Jésus Christ des Saints des Derniers jours
6.3600164,2.4122242,bar,productive_light,1.2,Maquis Au Grand Carrefour
6.3613368,2.4154211,cafe,productive_light,0.8,Cafetariat
6.3609205,2.4149191,computer,productive_light,0.5,Centre de formation informatique
6.361359,2.4156006,clothes,productive_light,0.5,Espace Friperie
6.3608599,2.4146451,variety_store,productive_light,0.5,Moulin
6.3602645,2.413941,copyshop,productive_light,0.5,Super Center
6.3605805,2.4142987,clothes,productive_light,0.5,1st Design
6.3611243,2.4160599,mobile_phone,productive_light,0.5,Carrefour GSM
6.3611713,2.4159512,cafe,productive_light,0.8,Cyber Notre Dame
6.3606983,2.4157166,copyshop,productive_light,0.5,Ets Karellath
6.3617523,2.414443,bank,productive_medium,3.0,Bank of Africa
6.361605,2.414561,variety_store,productive_light,0.5,Caisse béninoise d'épargne et de crédit
6.3616405,2.4154173,fuel,productive_medium,2.0,Station SAFEGUARD
6.3603168,2.4152609,car_repair,productive_light,0.5,Atelier de froid auto
6.3605048,2.4154696,restaurant,productive_light,1.5,Bar Restaurant Attieke
6.3604499,2.4154235,tailor,productive_light,0.5,La Souffrance est un conseil
6.3602378,2.4151544,car_parts,productive_light,0.5,Ets Sename
6.3598197,2.4143366,copyshop,productive_light,0.5,
6.3594175,2.4141083,variety_store,productive_light,0.5,CIFORME
6.3590743,2.4136305,hairdresser,productive_light,0.5,Dieu d'Abord
6.3595042,2.4145639,computer,productive_light,0.5,Ets Aroun Inter
6.3596456,2.4130239,college,institutional_edu,25.0,Centre Béninois des Langues Étrangères
6.3569322,2.3996475,restaurant,productive_light,1.5,Restaurant Hai King
9.3418019,2.6145797,school,institutional_edu,12.0,École Primaire Publique Bio Guera B & C
6.3898207,2.3920803,convenience,productive_light,0.5,Le Secret d'Afrique
11.8673727,3.3886884,marketplace,productive_heavy,8.0,marché malanville
11.8782471,3.3956853,police,institutional_govt,8.0,poste de police malanville
11.862327,3.3823176,school,institutional_edu,12.0,École primaire Malanville
9.3398313,2.6076256,hotel,productive_heavy,5.0,Residence COTEB
9.3403164,2.6302509,police,institutional_govt,8.0,Commissarit central de Parakou
6.3698836,2.5207963,fuel,productive_medium,2.0,Station ORYX
9.3435257,2.628279,bank,productive_medium,3.0,BCEAO de Parakou
9.3411371,2.6286209,townhall,institutional_govt,6.0,Prefeture du Borgou / Alibori
9.3436215,2.6295739,prison,institutional_govt,20.0,Prison civile de Parakou
7.1996919,1.9966781,hotel,productive_heavy,5.0,Hôtel Guédévy 1
7.1828917,2.0053604,bank,productive_medium,3.0,BIBE
7.1826069,2.0032012,convenience,productive_light,0.5,"Supermarché ""Le Panier"""
7.1868195,1.9887253,post_office,productive_light,1.0,
7.1742534,1.999776,place_of_worship,institutional_religious,4.0,
7.1971778,1.9846564,hotel,productive_heavy,5.0,Auberge d'Abomey
7.1783517,1.9926145,place_of_worship,institutional_religious,4.0,Cathédrale
7.1767284,2.0663753,bank,productive_medium,3.0,Ecobank
7.1890788,1.9998914,restaurant,productive_light,1.5,Maquis Finafa
7.1971552,1.9821915,townhall,institutional_govt,6.0,Mairie d'Abomey
7.1853718,1.9937625,jewelry,productive_light,0.5,
7.183988,2.0129296,fuel,productive_medium,2.0,
7.1795439,1.9938591,place_of_worship,institutional_religious,4.0,Temple Zewa
7.1854304,1.9935426,gift,productive_light,0.5,
7.1855422,1.9933709,books,productive_light,0.5,
7.1965552,1.982276,restaurant,productive_light,1.5,"Maquis ""Chez Delphano"""
7.180981,1.9926494,post_office,productive_light,1.0,
7.1853985,1.9936338,clothes,productive_light,0.5,
7.1756852,2.0628562,bank,productive_medium,3.0,Bank of Africa
7.1816569,1.991783,fuel,productive_medium,2.0,
7.1837485,2.0100489,restaurant,productive_light,1.5,
7.1838071,2.0093998,restaurant,productive_light,1.5,Le Carrefour
7.1991458,1.9705117,hotel,productive_heavy,5.0,Sun City Hotel
7.1924957,1.9911527,place_of_worship,institutional_religious,4.0,Temple Zomadonou
7.1845735,1.9828245,restaurant,productive_light,1.5,Bokabo
7.1836075,2.0059424,police,institutional_govt,8.0,Gendarmerie
7.1835942,2.0086059,hotel,productive_heavy,5.0,Hôtel Le Vainqueur
6.2732868,1.8022275,restaurant,productive_light,1.5,
6.3574839,2.0830122,place_of_worship,institutional_religious,4.0,
6.3244386,2.0891029,gift,productive_light,0.5,
6.3529308,2.0858386,restaurant,productive_light,1.5,Côté Pêche
6.3245106,2.0891646,jewelry,productive_light,0.5,
6.348423,2.0865789,jewelry,productive_light,0.5,
6.351382,2.0860854,restaurant,productive_light,1.5,La Manne
6.348495,2.0865709,gift,productive_light,0.5,
6.3213288,2.0798492,hotel,productive_heavy,5.0,Bungalows Hôtel Djègba
6.3537065,2.0856857,restaurant,productive_light,1.5,Retour de la Diaspora
6.3721318,2.074686,fuel,productive_medium,2.0,
6.356295,2.0745492,townhall,institutional_govt,6.0,Mairie de Ouidah
6.358097,2.0851573,fuel,productive_medium,2.0,
6.3213702,2.0802355,restaurant,productive_light,1.5,
7.0673375,2.1193877,restaurant,productive_light,1.5,
7.0670634,2.1191436,townhall,institutional_govt,6.0,Mairie de Zogbodomey
7.1878201,2.0858118,hotel,productive_heavy,5.0,Fifatin
7.1368353,2.0847791,hotel,productive_heavy,5.0,"Hôtel ""Les RANHO"""
7.2198111,2.3820725,townhall,institutional_govt,6.0,Mairie de Zagnanado
7.3335414,2.3367754,place_of_worship,institutional_religious,4.0,"Church, place of pilgrimage"
7.3339324,2.3406136,hotel,productive_heavy,5.0,
7.2219532,2.3905107,restaurant,productive_light,1.5,
7.2260483,2.3998556,marketplace,productive_heavy,8.0,Ancien marché
7.2175759,2.3911437,place_of_worship,institutional_religious,4.0,Church
7.1968998,1.9807926,gift,productive_light,0.5,
10.1797705,1.1033014,kindergarten,institutional_edu,5.0,École Maternelle Boukombé Centre
9.3096987,2.6068106,school,institutional_edu,12.0,
9.3239007,2.6136267,pharmacy,institutional_health,3.0,Pharmacie
9.6707808,1.3805692,school,institutional_edu,12.0,EPP
9.6732792,1.3664703,police,institutional_govt,8.0,Douane béninoise
10.1722931,1.1193446,drinking_water,infrastructure_water,2.0,Puits
10.1781829,1.0961492,drinking_water,infrastructure_water,2.0,Puits
10.1809885,1.1039363,tailor,productive_light,0.5,
11.853781,3.3904888,school,institutional_edu,12.0,CEG Malanville
10.8151207,2.106614,school,institutional_edu,12.0,CEG Kérou
10.8222746,2.1064943,school,institutional_edu,12.0,EPP
10.8254769,2.1174893,school,institutional_edu,12.0,EPP
10.9264237,3.696252,school,institutional_edu,12.0,EPP
8.2145064,2.1815015,school,institutional_edu,12.0,CEG Aklampa
10.2216824,2.6700032,school,institutional_edu,12.0,CEG Bembéréké
10.8353419,2.8395186,school,institutional_edu,12.0,CEG Gogounou
9.8593235,2.7133786,school,institutional_edu,12.0,CEG N'Dali
10.227862,1.9991107,school,institutional_edu,12.0,CEG Péhonko
10.3515413,2.3864781,school,institutional_edu,12.0,CEG Sinendé
9.1278434,2.5574501,school,institutional_edu,12.0,CEG Tchatchou
10.2315658,2.6716374,school,institutional_edu,12.0,EPP
10.8327752,2.8317407,school,institutional_edu,12.0,EPP
10.840586,2.8426739,school,institutional_edu,12.0,EPP
8.2146516,2.1880528,school,institutional_edu,12.0,EPP
8.217756,2.1794469,school,institutional_edu,12.0,EPP
8.2217267,2.1889731,school,institutional_edu,12.0,EPP
8.2231326,2.1849741,school,institutional_edu,12.0,EPP
9.1128497,2.5589493,school,institutional_edu,12.0,EPP
9.8682988,2.7241959,school,institutional_edu,12.0,EPP
7.7595685,2.3695136,school,institutional_edu,12.0,EPP
7.7610515,2.4158052,school,institutional_edu,12.0,EPP
7.770012,2.3468428,school,institutional_edu,12.0,EPP
6.3781996,2.3902366,pharmacy,institutional_health,3.0,Pharmacie Marché Vedoko
6.3651303,2.4013197,jewelry,productive_light,0.5,Beauté Divine Shop
6.3738134,2.4124506,convenience,productive_light,0.5,DAANON
6.3572382,2.3673821,clothes,productive_light,0.5,Diva d'Afrique
6.3627644,2.4475048,furniture,productive_light,0.5,Numero 1
6.3730577,2.4146978,clothes,productive_light,0.5,Sainte Viviane
6.3714821,2.4159003,clothes,productive_light,0.5,Tout pour la Femme
6.3554688,2.437142,clothes,productive_light,0.5,Vlisco
6.3578964,2.4261328,chemist,productive_light,0.5,BBV Shop
6.3597524,2.4237659,clothes,productive_light,0.5,Bel Arc En Ciel
6.3589357,2.4365802,hotel,productive_heavy,5.0,Hôtel Vickinfel
6.3841729,2.4466398,clothes,productive_light,0.5,Miss Marie-O-G
6.3627346,2.3675077,place_of_worship,institutional_religious,4.0,
6.3720958,2.4402318,place_of_worship,institutional_religious,4.0,
6.3563175,2.4381549,fuel,productive_medium,2.0,
6.3594887,2.4236528,convenience,productive_light,0.5,Ramatuelle
7.9044078,2.543483,school,institutional_edu,12.0,EPP
6.3884019,2.363276,clothes,productive_light,0.5,Entre-Elles
6.3539242,2.3919195,travel_agency,productive_light,0.5,Agence Boa Bénin
6.3533983,2.3883454,restaurant,productive_light,1.5,Le Macumba
6.3787742,2.3909428,clinic,institutional_health,15.0,Clinique Cega
6.3831567,2.3948629,doctors,institutional_health,5.0,Dispensaire DeSouza
6.3950533,2.3447079,place_of_worship,institutional_religious,4.0,Eglise Méthodiste Godomey
6.3787752,2.395461,place_of_worship,institutional_religious,4.0,Institut biblique Alpha et Omega
6.3862363,2.3844969,townhall,institutional_govt,6.0,Mairie du 10ᵉ arrondissement
6.4548998,2.3311597,school,institutional_edu,12.0,Complexe scolaire Jean Piagiet II
6.4635422,2.3059166,marketplace,productive_heavy,8.0,Marché Togba
6.4269846,2.3488048,tower,infrastructure_telecom,72.0,Station relais ORTB
6.4054126,2.341918,pharmacy,institutional_health,3.0,Pharmacie Togoudo
10.426701,1.0387004,school,institutional_edu,12.0,EPP
10.3227282,1.0558579,school,institutional_edu,12.0,EPP Dikon hein
10.3624068,1.0771313,school,institutional_edu,12.0,EPP Koutangou
10.3799816,0.9935506,school,institutional_edu,12.0,EPP Oroukouaré
10.4106382,1.0761999,school,institutional_edu,12.0,EPP
10.2359999,1.1101558,school,institutional_edu,12.0,EPP Koukoua
9.3413099,2.6149412,hospital,institutional_health,50.0,Centre de Santé de Kpebie
9.3419196,2.6141467,kindergarten,institutional_edu,5.0,École Maternelle Bio Guera B
11.5621074,3.127346,tower,infrastructure_telecom,72.0,
11.5629647,3.1279923,tower,infrastructure_telecom,72.0,
10.1142756,1.4404638,school,institutional_edu,12.0,CEG de Perma
10.3087587,1.5268273,school,institutional_edu,12.0,CEG Kotopounga
10.3078443,1.5310428,school,institutional_edu,12.0,EPP Kotopounga A + B
10.367185,0.9033232,school,institutional_edu,12.0,EPP
10.3700517,0.9511621,school,institutional_edu,12.0,EPP
10.456622,0.9588374,school,institutional_edu,12.0,EPP Namoutiaga
10.4828595,0.9803436,school,institutional_edu,12.0,EPP
10.744474,2.071562,school,institutional_edu,12.0,EPP Brignamarou A
10.7432285,2.0719058,school,institutional_edu,12.0,EPP Brignamarou B
10.7385016,2.0693963,tower,infrastructure_telecom,72.0,
10.0090787,1.4706302,school,institutional_edu,12.0,EPP
6.3851686,2.3838435,clinic,institutional_health,15.0,Clinique St Vincent de Paul
6.3869186,2.3854563,school,institutional_edu,12.0,Ecolle maternelle les bourgillons
6.3827671,2.3858327,place_of_worship,institutional_religious,4.0,Eglise Evangélique
6.3835818,2.3827412,tower,infrastructure_telecom,72.0,Agence Bénin Telecom
6.3850208,2.3832363,restaurant,productive_light,1.5,Restaurant viande de porc Le projet
6.3825642,2.381949,clinic,institutional_health,15.0,Clinique Fandinan
6.383191,2.3825831,kindergarten,institutional_edu,5.0,Ecole maternelle privée Vignito
6.3847451,2.3830465,school,institutional_edu,12.0,Ecole primaire privée la Fraternité
6.3851039,2.3869449,school,institutional_edu,12.0,École primaire privée
6.38351,2.385027,kindergarten,institutional_edu,5.0,Crèche garderie-école-maternelle
6.3846252,2.3817853,hotel,productive_heavy,5.0,Hôtel Peace and Love
6.383941,2.3824323,hotel,productive_heavy,5.0,Hôtel chez Clarisse
6.3840679,2.3816797,carpenter,productive_light,0.8,Scierie - Menuiserie
6.3834252,2.3808131,fuel,productive_medium,2.0,Station SOLEN
6.3807817,2.3835437,wholesale,productive_light,0.5,Dépôt Sympa
6.3537235,2.3884971,hotel,productive_heavy,5.0,Hôtel Best western plus
6.3799358,2.3825173,hotel,productive_heavy,5.0,Hôtel Calos
6.3799608,2.3822174,guest_house,productive_medium,1.5,Résidence Acajou
7.7738449,2.1838797,place_of_worship,institutional_religious,4.0,Grotte marialede Dassa
8.4436847,1.8761721,school,institutional_edu,12.0,CEG 2 Bantè
8.4226965,1.8861746,school,institutional_edu,12.0,CEG Bantè
9.7069969,1.6665864,bank,productive_medium,3.0,Agence BOA
9.6916902,1.6667966,hotel,productive_heavy,5.0,Auberge La princesse
9.6899033,1.6592721,place_of_worship,institutional_religious,4.0,Cathédrale de Djougou
9.7071307,1.6685946,townhall,institutional_govt,6.0,Mairie de Djougou
10.1193466,1.4376881,marketplace,productive_heavy,8.0,Marché de Perma
10.1174579,1.4394431,townhall,institutional_govt,6.0,Bureau d'arrondissement de Perma
10.4934191,1.3765175,townhall,institutional_govt,6.0,Bureau d'arrondissement de Toucountouna
10.4908502,1.3768607,cafe,productive_light,0.8,Cafeteria chez les intimes
10.4930252,1.3772223,townhall,institutional_govt,6.0,Hôtel de ville de Toucountouna
10.1827561,1.1005103,pharmacy,institutional_health,3.0,Dépôt pharmaceutique
10.3547943,1.1117567,townhall,institutional_govt,6.0,Bureau d'arrondissement de Manta
10.3522099,1.1091604,school,institutional_edu,12.0,Ecole primaire Père Jean CLOUET
10.1851265,1.2042741,school,institutional_edu,12.0,EPP Koussoucoingou A/B
10.3072424,1.3789975,bank,productive_medium,3.0,ORABANK
10.4857677,1.514584,townhall,institutional_govt,6.0,Bureau d'arrondissement de Kouarfa
10.4843707,1.5185612,school,institutional_edu,12.0,CEG Kouarfa
10.481901,1.5095281,school,institutional_edu,12.0,Complexe scolaire
10.4233832,1.4538243,school,institutional_edu,12.0,EPP Péperkou
10.3159037,1.6330024,school,institutional_edu,12.0,EPP Ganikpérou
10.2923115,1.6637766,school,institutional_edu,12.0,CEG Oroukayo
10.3356924,1.6939689,police,institutional_govt,8.0,Brigade de gendarmerie
10.3354359,1.6919057,post_office,productive_light,1.0,
10.3221055,1.692227,school,institutional_edu,12.0,CEG Kouande
10.3355636,1.6944827,school,institutional_edu,12.0,EPP
10.3357999,1.6916767,townhall,institutional_govt,6.0,Mairie de Kouandé
10.3365148,1.6959131,bar,productive_light,1.2,Buvette sous le manguier
10.331247,1.6950141,marketplace,productive_heavy,8.0,Marché centrale de Kouandé
